,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to subnational parent value or percentiles,Time period Sortable
263713,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2015,6.27057079052684,,,,,385418.0,6146458.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263714,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2015,7.6174087011302305,,,,,378466.0,4968435.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263715,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2015,6.918065088002419,,,,,369784.0,5345194.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263716,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2015,8.279322485875959,,,,,451554.0,5453997.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263717,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2015,8.56765416924588,,,,,461316.0,5384391.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263718,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2015,9.03684545283307,,,,,534932.0,5919455.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263719,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2015,8.797717358093081,,,,,544488.0,6188969.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263720,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2015,8.604625563117331,,,,,540141.0,6277333.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263721,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2015,8.44152850266492,,,,,439416.0,5205408.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263722,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2015,7.9024890439132,,,,,974748.0,12334696.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263723,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2015,7.6712708067607105,,,,,598432.0,7800950.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263724,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2015,6.898291074228831,,,,,390721.0,5664026.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263725,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2015,10.166002519872,,,,,927009.0,9118717.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263726,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2015,9.024276967380471,,,,,1046538.0,11596918.0,Aggregated from all known lower geography values,,Higher,Not compared,20150000
263727,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2015,5.22133850010022,,,,,287323.0,5502861.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263728,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2015,4.45143223549177,,,,,154048.0,3460639.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
263729,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Mixed communities in Inner London,2015,4.1228545147338,,,,,63198.0,1532870.0,Aggregated from all known lower geography values,,Lower,Not compared,20150000
271263,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,,,2016,7.784106809410139,7.77719251792969,7.79102672870968,,,4486119.0,57631776.0,,,Not compared,Not compared,20160000
271264,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2016,5.42642948189368,,,,,337595.0,6221310.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271265,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2016,6.21989433186777,,,,,386927.0,6220797.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271266,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2016,7.6213357445221295,,,,,381490.0,5005553.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271267,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2016,6.889542364759341,,,,,372657.0,5409024.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271268,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2016,8.2708592714886,,,,,455384.0,5505885.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271269,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2016,8.5888892200509,,,,,466841.0,5435406.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271270,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2016,9.03119471040043,,,,,540820.0,5988355.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271271,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2016,8.80909326580874,,,,,551505.0,6260633.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271272,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2016,8.6598829855297,,,,,548051.0,6328619.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271273,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2016,8.46332916935714,,,,,444849.0,5256194.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271274,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2016,7.91732755248476,,,,,983248.0,12418938.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271275,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2016,7.659893445324419,,,,,604742.0,7894914.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271276,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2016,6.830205027314019,,,,,391785.0,5736065.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271277,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2016,10.231603131035401,,,,,939859.0,9185843.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271278,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2016,9.038188227375711,,,,,1059233.0,11719528.0,Aggregated from all known lower geography values,,Higher,Not compared,20160000
271279,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2016,5.160525122385139,,,,,288470.0,5589935.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271280,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2016,4.3848160121147295,,,,,154737.0,3528928.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
271281,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,CCG cluster shapes,Mixed communities in Inner London,2016,4.11170853061552,,,,,64045.0,1557625.0,Aggregated from all known lower geography values,,Lower,Not compared,20160000
278832,641,% aged 75+ years,,,E92000001,England,Country,Persons,75+ yrs,,,2017,7.767482781030611,7.760616496564749,7.774354628481669,,,4530660.0,58328549.0,,Increasing,Not compared,Not compared,20170000
286348,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2010,2.12482208255853,2.12101428368781,2.1286365687986697,,,1168745.0,55004369.9937782,,,Not compared,Not compared,20100000
286349,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2010,1.47288860789085,,,,,81024.0,5501027.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286350,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2010,1.61924960912221,,,,,92556.0,5715981.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286351,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2010,2.0109026995429597,,,,,91265.0,4538509.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286352,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2010,1.94335735746146,,,,,94995.0,4888189.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286353,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2010,2.3184550560428,,,,,116440.0,5022309.994602299,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286354,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2010,2.28188304093417,,,,,113082.0,4955643.99977773,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286355,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2010,2.5410740256295297,,,,,138904.0,5466350.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286356,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2010,2.46579918339448,,,,,140549.0,5699937.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286357,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2010,2.29679258420505,,,,,134848.0,5871144.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286358,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2010,2.36941322986079,,,,,115942.0,4893279.0,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286359,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2010,2.01299047116977,,,,,231704.0,11510437.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286360,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with lower deprivation and better health,2010,2.1197429326271497,,,,,152565.0,7197335.0,Aggregated from all known lower geography values,,Same,Not compared,20100000
286361,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with younger adults and university cities,2010,1.98007635721049,,,,,103774.0,5240908.99939818,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286362,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2010,2.7594536033794,,,,,235361.0,8529260.99977773,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286363,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2010,2.54578069960175,,,,,274753.0,10792484.9946023,Aggregated from all known lower geography values,,Higher,Not compared,20100000
286364,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2010,1.43900872500522,,,,,69836.0,4853063.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286365,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2010,1.1925607159071798,,,,,36669.0,3074812.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
286366,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Mixed communities in Inner London,2010,1.1035626692583602,,,,,14943.0,1354069.0,Aggregated from all known lower geography values,,Lower,Not compared,20100000
293857,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2011,2.16022390388934,2.1563936353751902,2.16406082539628,,,1193474.0,55247698.9932028,,,Not compared,Not compared,20110000
293858,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2011,1.47502122015111,,,,,82700.0,5606699.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293859,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2011,1.64472075950605,,,,,95539.0,5808828.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293860,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2011,2.03642754035801,,,,,93237.0,4578459.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293861,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2011,1.9614607899959697,,,,,96992.0,4944886.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293862,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2011,2.33500835134402,,,,,118859.0,5090302.9932028,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293863,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2011,2.33851053152742,,,,,116641.0,4987833.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293864,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2011,2.5900034661944704,,,,,143167.0,5527676.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293865,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2011,2.51723572511242,,,,,144766.0,5750991.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293866,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2011,2.35619390489688,,,,,138722.0,5887546.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293867,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2011,2.4261279137011003,,,,,119105.0,4909263.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293868,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2011,2.05657898900567,,,,,239165.0,11629264.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293869,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with lower deprivation and better health,2011,2.17731461587857,,,,,157838.0,7249205.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293870,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with younger adults and university cities,2011,1.99994892298437,,,,,105720.0,5286135.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293871,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2011,2.8168081004278798,,,,,241081.0,8558659.0,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293872,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2011,2.59439669189196,,,,,282099.0,10873394.993202802,Aggregated from all known lower geography values,,Higher,Not compared,20110000
293873,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2011,1.4370977080684297,,,,,71383.0,4967164.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293874,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2011,1.1718455344160401,,,,,37129.0,3168421.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
293875,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Mixed communities in Inner London,2011,1.12575639169824,,,,,15313.0,1360241.0,Aggregated from all known lower geography values,,Lower,Not compared,20110000
301383,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2012,2.195197186,2.191352749,2.199048216,,,1222908.0,55708344.0,,,Not compared,Not compared,20120000
301384,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2012,1.48137835644041,,,,,85338.0,5760716.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301385,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2012,1.66401544506533,,,,,97912.0,5884080.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301386,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2012,2.06433469572823,,,,,96338.0,4666782.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301387,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2012,1.98406443744587,,,,,99318.0,5005785.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301388,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2012,2.3775627362808196,,,,,122548.0,5154354.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301389,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2012,2.38132364621791,,,,,120493.0,5059917.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301390,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2012,2.6381484196270297,,,,,147421.0,5588048.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301391,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2012,2.55725336384876,,,,,148877.0,5821754.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301392,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2012,2.40732861857488,,,,,143831.0,5974714.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301393,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2012,2.4812600251325603,,,,,122994.0,4956917.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301394,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2012,2.10034698033001,,,,,246832.0,11751963.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301395,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with lower deprivation and better health,2012,2.21972811341276,,,,,163125.0,7348873.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301396,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with younger adults and university cities,2012,2.0261715539528398,,,,,108374.0,5348708.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301397,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2012,2.8700669203047995,,,,,247540.0,8624886.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301398,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2012,2.6430234146135696,,,,,292040.0,11049467.0,Aggregated from all known lower geography values,,Higher,Not compared,20120000
301399,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2012,1.43984190859667,,,,,73721.0,5120076.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301400,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2012,1.16339039411665,,,,,37897.0,3257462.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
301401,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Mixed communities in Inner London,2012,1.1330298505721699,,,,,15541.0,1371632.0,Aggregated from all known lower geography values,,Lower,Not compared,20120000
308917,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2013,2.2113351051321497,2.2074884162653396,2.2151883452607004,,,1239312.0,56043609.0,,,Not compared,Not compared,20130000
308918,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2013,1.4862498636728898,,,,,88852.0,5978268.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308919,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2013,1.6700037666276801,,,,,101088.0,6053160.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308920,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2013,2.0756968610855098,,,,,101579.0,4893730.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308921,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2013,1.98218110038183,,,,,104032.0,5248360.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308922,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2013,2.3912162815071403,,,,,128679.0,5381320.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308923,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2013,2.3870376240905697,,,,,127029.0,5321617.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308924,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2013,2.65568259740528,,,,,154527.0,5818730.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308925,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2013,2.5752684803861805,,,,,156206.0,6065620.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308926,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2013,2.4270878498160298,,,,,149628.0,6164919.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308927,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2013,2.49516927848719,,,,,127684.0,5117248.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308928,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2013,2.11417564395922,,,,,258050.0,12205703.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308929,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with lower deprivation and better health,2013,2.22706235753677,,,,,170297.0,7646710.0,Aggregated from all known lower geography values,,Same,Not compared,20130000
308930,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Areas with younger adults and university cities,2013,2.0215933819218,,,,,112465.0,5563186.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308931,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2013,2.88785749888973,,,,,260428.0,9018035.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308932,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2013,2.66087539824243,,,,,303693.0,11413274.0,Aggregated from all known lower geography values,,Higher,Not compared,20130000
308933,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2013,1.4479334917131599,,,,,77300.0,5338643.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308934,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2013,1.1871937136134598,,,,,40103.0,3377966.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
308935,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,CCG cluster shapes,Mixed communities in Inner London,2013,1.14690882791298,,,,,16968.0,1479455.0,Aggregated from all known lower geography values,,Lower,Not compared,20130000
316457,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2014,2.2437121924968504,2.23985110841368,2.2475797793447403,,,1265977.0,56423324.0,,,Not compared,Not compared,20140000
323984,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2015,2.25710953915634,2.2532572159626203,2.26096829620168,,,1286816.0,57011677.0,,,Not compared,Not compared,20150000
331518,642,% aged 85+ years,,,E92000001,England,Country,Persons,85+  yrs,,,2016,2.28763382200819,2.28377702062029,2.29149698395238,,,1318404.0,57631776.0,,,Not compared,Not compared,20160000
