,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
103090,1306010I0AAAAAA,Erythromycin_Top Soln 2%                ,1306010,I0AAAAAA,1,7.69,7.14,50
1712,1306010I0AAABAB,Erythromycin/Zn Acet_Lot 40mg/Ml/12mg/ml,1306010,I0AAABAB,5,200.2,185.5,900
56233,1306010I0AAACAC,Isotretinoin/Erythromycin_Gel 0.05%/2%  ,1306010,I0AAACAC,1,7.47,6.93,30
4433885,1306010I0AAAEAE,Erythromycin_Gel 4%                     ,1306010,I0AAAEAE,1,170.45,157.9,50
5566,1306010I0AAAFAF,Tretinoin/Erythromycin_Soln 0.025%/4%   ,1306010,I0AAAFAF,1,14.1,13.07,50
5180468,1306010I0BBAAAA,Stiemycin_Acne Soln 2%                  ,1306010,I0BBAAAA,1,7.69,7.14,50
1713,1306010I0BCAAAB,Zineryt_Lot                             ,1306010,I0BCAAAB,1,40.04,37.1,180
31698,1306010I0BDAAAC,Isotrexin_Gel                           ,1306010,I0BDAAAC,1,7.47,6.93,30
36362,1306010I0BFAAAF,Aknemycin Plus_Top Soln                 ,1306010,I0BFAAAF,1,7.05,6.54,25
87525,1306010M0AAAAAA,Isotretinoin_Gel 0.05%                  ,1306010,M0AAAAAA,1,5.94,5.51,30
539376,1306010M0BBAAAA,Isotrex_Gel 0.05%                       ,1306010,M0BBAAAA,1,5.94,5.51,30
49215,1306010N0AAAAAA,Nicotinamide_Gel 4%                     ,1306010,N0AAAAAA,1,7.1,6.59,60
178330,1306010N0BCAAAA,Nicam_Gel 4%                            ,1306010,N0BCAAAA,1,7.1,6.59,60
26616,1306010N0BDAAAA,Freederm_Gel 4%                         ,1306010,N0BDAAAA,1,6.2,5.76,20
2455174,1306010N0BDABAA,Freederm Treatment_Gel 4%               ,1306010,N0BDABAA,1,5.56,5.16,25
4111896,1306010T0AAARAR,Salic Acid 3%/Sulfur 3%/Aq_Crm          ,1306010,T0AAARAR,1,428.93,397.32,100
2618710,1306010T0AAAUAU,Salic Acid 2%/Sulfur 2%/Aq_Crm          ,1306010,T0AAAUAU,1,122.03,113.05,200
7187003,1306010T0AAAWAW,Sulfur 5%/Aq_Crm                        ,1306010,T0AAAWAW,1,362.18,335.49,50
7217707,1306010T0AABEBE,Salic Acid 2%/Sulfur 2%/WSP_Oint        ,1306010,T0AABEBE,1,298.68,276.67,100
6771737,1306010V0AAAEAE,Tretinoin_Crm 0.025%                    ,1306010,V0AAAEAE,1,314.51,291.34,120
9484042,1306010V0AAAFAF,Tretinoin_Gel 0.01% (Old)               ,1306010,V0AAAFAF,1,442.63,410.01,60
7404226,1306010V0AAALAL,Tretinoin_Gel 0.01%                     ,1306010,V0AAALAL,1,180,166.74,60
4639800,1306010V0AAAMAM,Tretinoin_Gel 0.025%                    ,1306010,V0AAAMAM,2,584.94,541.84,120
6811342,1306010V0AAANAN,Tretinoin_Crm 0.05%                     ,1306010,V0AAANAN,1,198.18,183.58,20
6924556,1306010V0BBADAF,Retin-A_Gel 0.01%                       ,1306010,V0BBADAF,1,5.28,4.9,60
1714,1306010Y0AAAAAA,Benzoyl Per/Clindamycin Phos_Gel 5%/1%  ,1306010,Y0AAAAAA,1,26.28,24.36,60
2271,1306010Y0AAABAB,Benzoyl Per/Clindamycin Phos_Gel 3%/1%  ,1306010,Y0AAABAB,1,13.14,12.18,30
4009,1306010Y0BBAAAA,Duac_Once Daily Gel (5% and 1%)         ,1306010,Y0BBAAAA,2,39.42,36.54,90
15422,1306010Y0BBABAB,Duac_Once Daily Gel (3% and 1%)         ,1306010,Y0BBABAB,1,13.14,12.18,30
1715,1306010Z0AAAAAA,Adapalene/Benzoyl Per_Gel 0.1%/2.5%     ,1306010,Z0AAAAAA,3,58.59,54.31,135
1716,1306010Z0BBAAAA,Epiduo_Gel 0.1%/2.5%                    ,1306010,Z0BBAAAA,1,19.53,18.1,45
1717,1306020C0AAAAAA,Co-Cyprindiol_Tab 2mg/35mcg             ,1306020,C0AAAAAA,1,11.4,10.57,126
1718,1306020C0BBAAAA,Dianette_Tab 2mg/35mcg                  ,1306020,C0BBAAAA,1,15.42,14.3,126
21915,1306020C0BBABAA,Dianette_Tab 2mg/35mcg (Generics (UK))  ,1306020,C0BBABAA,1,4.93,4.68,28
194804,1306020C0BFAAAA,Clairette_Tab 2mg/35mcg                 ,1306020,C0BFAAAA,1,5.9,5.48,63
4229171,1306020C0BGAAAA,Teragezza_Tab 2mg/35mcg                 ,1306020,C0BGAAAA,1,44.4,41.13,252
317411,1306020J0AAAAAA,Isotretinoin_Cap 5mg                    ,1306020,J0AAAAAA,2,15.84,14.9,60
38400,1306020J0AAABAB,Isotretinoin_Cap 20mg                   ,1306020,J0AAABAB,40,1858.71,1724.27,3347
38401,1306020J0AAACAC,Isotretinoin_Cap 10mg                   ,1306020,J0AAACAC,21,362.52,336.55,748
38402,1306020J0AAAEAE,Isotretinoin_Cap 40mg                   ,1306020,J0AAAEAE,3,116.94,108.36,90
38403,1306020J0BBABAB,Roaccutane_Cap 20mg                     ,1306020,J0BBABAB,29,1606.94,1489.03,2408
38404,1306020J0BBACAC,Roaccutane_Cap 10mg                     ,1306020,J0BBACAC,2,43.62,40.43,90
5572,1306030A0AAAAAA,Brimonidine Tart_Gel 3mg/g              ,1306030,A0AAAAAA,1,33.69,31.22,30
77257,1306030A0BBAAAA,Mirvaso_Gel 3mg/g                       ,1306030,A0BBAAAA,1,33.69,31.22,30
4013,1306030B0AAAAAA,Ivermectin_Crm 10mg/g                   ,1306030,B0AAAAAA,1,18.29,16.95,30
18223,1306030B0BBAAAA,Soolantra_Crm 10mg/g                    ,1306030,B0BBAAAA,1,18.29,16.95,30
1649769,1307000C0AAABAB,Formaldehyde_Soln Gel 0.75%             ,1307000,C0AAABAB,1,2.41,2.24,15
2085735,1307000C0AAACAC,Formaldehyde_Soln                       ,1307000,C0AAACAC,1,29.5,27.34,2500
6602289,1307000C0AAADAD,Formaldehyde_Soln 5%                    ,1307000,C0AAADAD,2,931.98,863.3,1000
28372,1307000C0AAALAL,Formaldehyde_Buff Soln 4%               ,1307000,C0AAALAL,1,3.9,3.61,1000
264838,1307000C0BBAAAB,Veracur_Gel Kit 0.75%                   ,1307000,C0BBAAAB,1,2.41,2.24,15
107831,1307000F0AAAAAA,Glutaraldehyde_Soln 10%                 ,1307000,F0AAAAAA,1,2.07,1.93,10
112610,1307000F0BBAAAA,Glutarol_Cutaneous Soln 10% W/V +Spatula,1307000,F0BBAAAA,1,2.07,1.93,10
87531,1307000K0AAAAAA,Podophyllotoxin_Soln 0.5%               ,1307000,K0AAAAAA,1,14.86,13.78,3
15425,1307000K0AAABAB,Podophyllotoxin_Crm 0.15%               ,1307000,K0AAABAB,2,35.66,33.06,10
87533,1307000K0BBAAAA,Warticon_Soln 0.5%                      ,1307000,K0BBAAAA,1,14.86,13.78,3
21917,1307000K0BBACAB,Warticon_Crm 0.15%                      ,1307000,K0BBACAB,1,17.83,16.53,5
2286382,1307000K0BCAAAA,Condyline_Soln 0.5%                     ,1307000,K0BCAAAA,1,14.49,13.43,3
12053,1307000M0AAAEAE,Salic Acid_Oint 50%                     ,1307000,M0AAAEAE,1,4.44,4.13,6
21918,1307000M0AAAVAV,Salic Acid/Lactic Acid_Gel 12%/4%       ,1307000,M0AAAVAV,1,2.98,2.77,8
6928,1307000M0AAAWAW,Lactic Acid/Salic Acid_Paint 16.7/16.7% ,1307000,M0AAAWAW,2,3.42,3.19,20
1719,1307000M0AAAXAX,Salic Acid/Lactic Acid_Gel 11%/4%       ,1307000,M0AAAXAX,1,2.88,2.68,5
4014,1307000M0AABABA,Salic Acid_Soln 26%                     ,1307000,M0AABABA,1,3.56,3.31,10
692885,1307000M0AABLBL,Salic Acid/Camphor_Gel 12.5%/3.11%      ,1307000,M0AABLBL,1,3.88,3.61,10
12054,1307000M0AABMBM,Salic Acid_Gel 26%                      ,1307000,M0AABMBM,1,3.95,3.67,5
327751,1307000M0AABSBS,Salic Acid_Medic Plastr 40%             ,1307000,M0AABSBS,1,1.61,1.5,1
341342,1307000M0AABVBV,Salic Acid_Oint 10%                     ,1307000,M0AABVBV,1,73.33,67.94,100
4598956,1307000M0AABXBX,SalicAcid1%/LacticAcid2%/Unguentum M_Crm,1307000,M0AABXBX,1,391.83,362.96,500
47354,1307000M0AABYBY,Salic Acid/Lactic Acid_Paint 16.7%/15%  ,1307000,M0AABYBY,1,4.5,4.18,30
24784,1307000M0AABZBZ,Salic Acid_Oint 20%                     ,1307000,M0AABZBZ,1,109.81,101.73,100
6487275,1307000M0BEAAAE,Pickles_Foot Oint                       ,1307000,M0BEAAAE,1,2.77,2.58,12
47355,1307000M0BFAAAP,Verrugon_Complete                       ,1307000,M0BFAAAP,1,4.44,4.13,1
47356,1307000M0BIABAE,Wartex_Oint                             ,1307000,M0BIABAE,1,3.33,3.1,6
30037,1307000M0BJAAAV,Salatac_Gel                             ,1307000,M0BJAAAV,1,2.98,2.77,8
100148,1307000M0BKABBY,Duofilm_Paint                           ,1307000,M0BKABBY,2,4.5,4.2,30
4015,1307000M0BLAAAX,Cuplex Verruca_Gel                      ,1307000,M0BLAAAX,1,2.88,2.68,5
9455256,1307000M0BMAEBS,Boots_Corn Removal Plastr 40%           ,1307000,M0BMAEBS,1,2.99,2.78,5
1720,1307000M0BPAAAW,Salactol_Paint + Applic                 ,1307000,M0BPAAAW,1,1.71,1.6,10
8223518,1307000M0BQADBL,Scholl_Seal & Heal Verruca Removal Gel  ,1307000,M0BQADBL,1,3.88,3.61,10
234832,1307000M0BQAFBS,Scholl_Corn Removal W/R Plastr 40%      ,1307000,M0BQAFBS,1,1.61,1.5,1
551456,1307000M0BQAHBS,Scholl_Verucca Removal System Plastr 40%,1307000,M0BQAHBS,1,2.91,2.71,30
72883,1307000M0BTAABA,Occlusal_Soln 26%                       ,1307000,M0BTAABA,1,3.56,3.31,10
93905,1307000M0BXAAAV,Bazuka_Gel + Applic                     ,1307000,M0BXAAAV,1,3.39,3.15,5
336665,1307000M0BXABBM,Bazuka_Gel Ex Strgh 26% + Applic        ,1307000,M0BXABBM,1,3.95,3.67,5
281665,1307000M0BXACAV,Bazuka_Treatment Gel                    ,1307000,M0BXACAV,1,3.7,3.44,6
327752,1307000M0BXADBM,Bazuka_Treatment Gel Ex Strgh 26%+Applic,1307000,M0BXADBM,4,17.28,16.06,24
31704,1307000Q0AAAAAA,Silver Nit Caustic_Pencil 95% BP 1980   ,1307000,Q0AAAAAA,1,3,2.79,1
13828,1307000Q0AAABAB,Silver Nit_Stick 40%                    ,1307000,Q0AAABAB,1,1.08,1.01,1
42855,1307000Q0AAACAC,Silver Nit Caustic_Applic 75%           ,1307000,Q0AAACAC,1,45.63,42.28,100
263077,1307000Q0AAAEAE,Caustic_Applic 95%                      ,1307000,Q0AAAEAE,1,0.49,0.45,1
18224,1307000Q0BBAAAB,Avoca_Silver Nitrate Pencil 40%         ,1307000,Q0BBAAAB,1,1.08,1,1
2635133,1307000Q0BBACAE,Avoca_Silver Nitrate Applic 95%         ,1307000,Q0BBACAE,1,0.49,0.57,1
1338103,1307000Q0BBADAC,Avoca_Silver Nitrate Applic 75%         ,1307000,Q0BBADAC,1,4.56,4.22,10
1157508,1307000Q0BBAFAA,Avoca_Wart & Verruca Tt/S               ,1307000,Q0BBAFAA,2,6,5.58,2
885617,1307000Q0BBAHAA,Avoca_Silver Nitrate Pencil 95%         ,1307000,Q0BBAHAA,1,2.45,2.28,1
1721,1307000V0AAAAAA,Imiquimod_Crm 5% Sach 250mg             ,1307000,V0AAAAAA,2,97.2,90.06,24
38407,1307000V0AAABAB,Imiquimod_Crm 3.75% Sach 250mg          ,1307000,V0AAABAB,1,113,104.68,28
16906,1307000V0BBAAAA,Aldara_Crm 5% Sach 250mg                ,1307000,V0BBAAAA,1,48.6,45.03,12
248285,1307000V0BCAAAB,Zyclara_Crm 3.75% Sach 250mg            ,1307000,V0BCAAAB,1,113,104.68,28
9554694,1307000W0BBAAAA,Catephen_Oint 10%                       ,1307000,W0BBAAAA,1,39,36.14,15
7611092,130801000BBDYA0,Riemann P20_OnceADaySunfilterLotionSPF15,1308010,00BBDYA0,1,28.28,26.21,400
101726,130801000BBKNA0,Uvistat_Sun Crm Spf 50                  ,1308010,00BBKNA0,1,17.36,16.09,250
607406,130801000BBKZA0,Delph_Sun Lot Spf 30                    ,1308010,00BBKZA0,1,9,8.35,600
12058,130801000BBLIA0,Sunsense_Ultra Lot Spf 50+              ,1308010,00BBLIA0,1,32.8,30.39,500
180425,130801000BBMAA0,Sunsense_Toddler Suncare Milk Spf 50+   ,1308010,00BBMAA0,1,8.14,7.55,125
12059,130801000BBNQA0,Uvistat_Lipscreen Spf 50                ,1308010,00BBNQA0,2,5.98,5.56,10
80741,130801000BBNSA0,Uvistat_Sun Crm Spf 30                  ,1308010,00BBNSA0,1,7.66,7.11,125
4019,130801000BBNTA0,Sunsense_Daily Face Crm Spf 50+         ,1308010,00BBNTA0,1,11.42,10.59,75
731976,130801000BBNUA0,Sunsense_Lip Balm Spf 50                ,1308010,00BBNUA0,1,3.36,3.12,15
12061,130801000BBNVA0,Sunsense_Sunsensitive Crm SPF 50+       ,1308010,00BBNVA0,1,37.6,34.84,400
30040,130801000BBNWA0,Anthelios_XL Crm Spf 50+                ,1308010,00BBNWA0,1,15.2,14.09,200
3098108,130801000BBNXA0,Ambre Sol_UV Sens Prote Milk SPF 50+    ,1308010,00BBNXA0,2,22.26,20.64,400
1900556,130801000BBNYA0,Riemann P20_OnceADaySunfilterLotionSPF20,1308010,00BBNYA0,1,28.28,26.21,400
9177243,130801000BBNZA0,Riemann P20_OnceADaySunfilterLotionSPF30,1308010,00BBNZA0,1,14.14,13.11,200
942200,130801000BBPAA0,Riemann P20_OnceADaySunfilterLotionSPF50,1308010,00BBPAA0,1,7.67,7.12,100
909642,130801000BBPBA0,Ultrasun_Sports Gel SPF 20              ,1308010,00BBPBA0,2,163.2,171.19,2400
7010183,130801000BBPCA0,Sunsense_Anti-ageing Face Lot SPF50     ,1308010,00BBPCA0,1,65.95,61.1,500
731977,130801000BBPDA0,Sunsense_Anti-ageing FaceMatteLot SPF50+,1308010,00BBPDA0,1,15.39,14.27,100
2094694,130801000BBPEA0,Ultrasun_Extreme Lot SPF 50+            ,1308010,00BBPEA0,1,21.6,20.02,200
132902,130801000BBPFA0,Ultrasun_Family Lot SPF 30              ,1308010,00BBPFA0,1,13.51,32.53,150
3820580,130801000BBPGA0,Ultrasun_Anti-Aging Face Crm SPF 50+    ,1308010,00BBPGA0,1,13.6,12.61,50
990375,130801000BBPHA0,Ultrasun_Anti-Aging Face Crm SPF 30     ,1308010,00BBPHA0,2,21.6,20.03,100
6765683,130801000BBPJA0,Ambre Sol_UV Sens Prote Spy SPF 50+     ,1308010,00BBPJA0,1,10.99,10.19,200
47359,1308010U0AAAJAJ,Reflectant_Sunscreen Crm (Beige)        ,1308010,U0AAAJAJ,1,35,32.43,50
5104367,1308010U0AAAKAK,Reflectant_Sunscreen Crm (Coffee)       ,1308010,U0AAAKAK,1,79.52,73.67,100
1722,1308010W0AAAAAA,Diclofenac Sod_Gel 3%                   ,1308010,W0AAAAAA,4,153.2,141.96,200
1723,1308010W0BBAAAA,Solaraze_Gel 3%                         ,1308010,W0BBAAAA,4,153.2,141.96,200
4018,1308010Y0AAAAAA,Fluorouracil_Crm 5%                     ,1308010,Y0AAAAAA,2,65.8,60.98,80
38411,1308010Y0AAABAB,Fluorouracil/Salic Acid_Cutaneous Soln  ,1308010,Y0AAABAB,1,38.3,35.49,25
1724,1308010Y0BBAAAA,Efudix_Crm 5%                           ,1308010,Y0BBAAAA,1,32.9,30.49,40
24786,1308010Y0BCAAAB,Actikerall_Cutaneous Soln 5mg/g 100mg/g ,1308010,Y0BCAAAB,1,38.3,35.49,25
38414,1308010Z0AAAAAA,Ingenol Mebutate_Gel 150mcg/g           ,1308010,Z0AAAAAA,1,65,60.22,1
176550,1308010Z0AAABAB,Ingenol Mebutate_Gel 500mcg/g           ,1308010,Z0AAABAB,1,325,301.05,4
12057,1308010Z0BBAAAA,Picato_Gel 150mcg/g                     ,1308010,Z0BBAAAA,1,65,60.22,1
141799,1308010Z0BBABAB,Picato_Gel 500mcg/g                     ,1308010,Z0BBABAB,1,65,60.22,0
4020,130802000BBAHA0,Covermark_Finishing Pdr                 ,1308020,00BBAHA0,1,11.86,11,25
4021,130802000BBANA0,Covermark_Classic Foundation            ,1308020,00BBANA0,1,11.86,11,15
87538,130802000BBASA0,Dermacolor_Fixing Pdr                   ,1308020,00BBASA0,1,9.85,9.14,60
87539,130802000BBATA0,Dermacolor_Camouflage Creme             ,1308020,00BBATA0,1,22,20.39,60
491093,130802000BBBAA0,Dermacolor_Body Camouflage              ,1308020,00BBBAA0,1,8.94,28.29,50
103096,130802000BBBBAA,Keromask_Finishing Pdr                  ,1308020,00BBBBAA,1,6.07,5.63,20
59576,130802000BBBCAB,Keromask_Masking Crm                    ,1308020,00BBBCAB,1,12.14,11.26,30
56242,130802000BBBIA0,Veil_Cover Crm                          ,1308020,00BBBIA0,1,33.35,30.9,44
4022,130802000BBBJA0,Veil_Finishing Pdr                      ,1308020,00BBBJA0,1,24.58,22.78,35
6806753,130802000BBBNA0,Dermablend_Cover Crm                    ,1308020,00BBBNA0,1,11,30.2,10
2562420,130802000BBCZA0,Dermablend_Cover Crm B12 Medium Beige   ,1308020,00BBCZA0,1,22.6,20.95,12
4181496,130802000BBDAA0,Dermablend_Cover Crm B34 Golden Beige   ,1308020,00BBDAA0,2,13.24,12.28,24
1174464,130802000BBDHA0,Dermablend_Setting Pdr                  ,1308020,00BBDHA0,1,8.34,7.74,28
6746388,130802000BBDQA0,Dermablend_Ultra-Corrective Stick 11porc,1308020,00BBDQA0,1,44,40.77,12
2776268,130802000BBDRA0,Dermablend_Ultra-CorrectiveStick17coffee,1308020,00BBDRA0,1,5.6,40.2,12
104852,130802000BBECA0,Dermablend_Dermasmooth Foundation       ,1308020,00BBECA0,4,33.36,30.95,120
1107497,130802000BBEDA0,Viticolor_Gel                           ,1308020,00BBEDA0,1,16.66,15.44,50
2635145,130900000AABGBG,Scc_Scalp Oint                          ,1309000,00AABGBG,1,20.51,19.01,100
729946,130900000AABLBL,Diphencyprone 0.1%/Acetone_Liq          ,1309000,00AABLBL,1,148.78,137.82,5
1608716,130900000BCAAA0,Viviscal_Tab Max Strgh                  ,1309000,00BCAAA0,1,48,64.47,60
45008,1309000C0AAAEAE,Coal Tar/Lecithin_Scalp Lot 2.5/0.3%    ,1309000,C0AAAEAE,1,4.74,4.4,250
6931,1309000C0AAANAN,Coal Tar_Ext Shampoo 2%                 ,1309000,C0AAANAN,1,7.8,7.24,250
293271,1309000C0AAAQAQ,Gppe Shampoo_Capasal                    ,1309000,C0AAAQAQ,1,4.69,4.36,250
15430,1309000C0AAATAT,Coal Tar_Ext Shampoo 5%                 ,1309000,C0AAATAT,1,5.49,5.1,250
38415,1309000C0AABCBC,Coal Tar_Shampoo 4%                     ,1309000,C0AABCBC,1,13.84,12.83,600
19939,1309000C0BDAAAE,Psoriderm_Scalp Lot                     ,1309000,C0BDAAAE,3,14.22,13.21,750
4023,1309000C0BGACAT,Alphosyl_Shampoo 2 In 1                 ,1309000,C0BGACAT,1,5.49,5.1,250
1387696,1309000C0BHAAAJ,Polytar Plus_Scalp Cleanser             ,1309000,C0BHAAAJ,1,3.91,3.63,500
92429,1309000C0BHABAK,Polytar_Liq                             ,1309000,C0BHABAK,1,1.61,1.5,150
12063,1309000C0BHADBC,Polytar_Scalp Shampoo                   ,1309000,C0BHADBC,1,6.92,6.42,300
12064,1309000C0BJAAAN,Neutrogena_T/Gel Therapeutic Shampoo 2% ,1309000,C0BJAAAN,5,62.42,57.87,2125
1725,1309000C0BLAAAQ,Capasal_Therapeutic Shampoo             ,1309000,C0BLAAAQ,4,28.14,26.12,1500
85216,1309000F0BBAAAA,Dentinox_Shampoo Cradle Cap             ,1309000,F0BBAAAA,1,1.57,1.47,125
1066265,1309000G0AAAAAA,Arach Oil_Liq                           ,1309000,G0AAAAAA,1,2.84,2.64,200
1852914,1309000H0AAAAAA,Minoxidil_Soln 2%                       ,1309000,H0AAAAAA,1,14.16,13.12,60
2781114,1309000H0AAAKAK,Minoxidil_Gel 2%                        ,1309000,H0AAAKAK,1,14.16,13.13,60
87542,1309000H0AAALAL,Minoxidil_Foam Aero 5%                  ,1309000,H0AAALAL,1,21.84,20.24,60
6526067,1309000H0BBAHAL,Regaine For Women_OnceADay Scalp Foam 5%,1309000,H0BBAHAL,1,65.52,60.7,180
1726,1309000I0AAAAAA,Ketoconazole_Shampoo 2%                 ,1309000,I0AAAAAA,7,21.04,19.57,960
5576,1309000I0BBAAAA,Nizoral_Shampoo 2%                      ,1309000,I0BBAAAA,1,7.18,6.66,240
107841,1309000I0BBABAA,Nizoral_Dandruff Shampoo 2%             ,1309000,I0BBABAA,1,6.28,5.83,100
106281,1309000I0BBAEAA,Nizoral_Anti-Dandruff Shampoo 2%        ,1309000,I0BBAEAA,1,8.16,7.57,120
188955,1309000I0BEAAAA,Dandrazol_Shampoo 2%                    ,1309000,I0BEAAAA,1,10.4,9.65,240
765628,1309000I0BEABAA,Dandrazol_Anti-Dandruff Shampoo 2%      ,1309000,I0BEABAA,1,5.28,4.9,100
39803,1309000L0AAABAB,Benzalk Chlor_Shampoo 0.5%              ,1309000,L0AAABAB,1,5.69,5.28,250
1727,1309000L0BCAAAB,Dermax Therapeutic_Shampoo 0.5%         ,1309000,L0BCAAAB,1,5.69,5.28,250
4026,1309000P0BEAAAG,Ceanel_Conc                             ,1309000,P0BEAAAG,1,9.8,9.09,500
8487,1309000S0AAABAB,Selenium Sulfide_Shampoo 2.5%           ,1309000,S0AAABAB,1,1.61,1.5,50
33402,1309000S0BBAAAB,Selsun_Shampoo 2.5%                     ,1309000,S0BBAAAB,1,3.06,2.85,150
6935,1309000X0AAAAAA,Eflornithine Monohyd Chlor_Crm 11.5%    ,1309000,X0AAAAAA,1,56.87,52.69,60
1728,1309000X0BBAAAA,Vaniqa_Crm 11.5%                        ,1309000,X0BBAAAA,1,56.87,52.69,60
7755655,1310011AAAAAAAA,Retapamulin_Oint 1%                     ,1310011,AAAAAAAA,1,7.89,7.32,5
8488,1310011M0AAAAAA,Mupirocin_Oint 2%                       ,1310011,M0AAAAAA,1,5.26,4.88,15
1729,1310011M0AAABAB,Mupirocin_Crm 2%                        ,1310011,M0AAABAB,1,5.26,4.88,15
690,1310011M0BBAAAA,Bactroban_Oint 2%                       ,1310011,M0BBAAAA,1,5.26,4.88,15
230542,1310011M0BBABAB,Bactroban_Crm 2%                        ,1310011,M0BBABAB,1,5.26,4.88,15
2784336,1310011P0AAAAAA,Neomycin Sulf_Crm 0.5%                  ,1310011,P0AAAAAA,1,260.09,240.93,45
373032,1310011W0AAABAB,Polymyxin / Bacitracin_Oint             ,1310011,W0AAABAB,1,4.62,4.29,20
332225,1310011W0BCAAAB,Polyfax_Oint                            ,1310011,W0BCAAAB,1,4.62,4.29,20
62775,1310011Y0AAAAAA,Silver Sulfadiazine_Crm 1%              ,1310011,Y0AAAAAA,1,3.85,3.58,50
4027,1310011Y0BBAAAA,Flamazine_Crm 1%                        ,1310011,Y0BBAAAA,1,10.32,9.57,250
587,1310012F0AAABAB,Fusidic Acid_Crm 2%                     ,1310012,F0AAABAB,5,7.75,7.24,75
588,1310012F0BBAAAB,Fucidin_Crm 20mg/g                      ,1310012,F0BBAAAB,9,18.95,17.66,150
5951781,1310012I0AAAEAE,Gentamicin Sulf_Crm 0.1%                ,1310012,I0AAAEAE,1,201.53,186.69,30
1731,1310012K0AAARAR,Metronidazole_Gel 0.75%                 ,1310012,K0AAARAR,1,4.47,4.15,15
4031,1310012K0AAAXAX,Metronidazole_Crm 0.75%                 ,1310012,K0AAAXAX,2,13.2,12.26,60
8492,1310012K0BCAAAR,Metrogel_Gel 0.75%                      ,1310012,K0BCAAAR,1,22.63,20.97,40
1732,1310012K0BDAAAR,Rozex_Gel 0.75%                         ,1310012,K0BDAAAR,1,9.88,9.16,40
1733,1310012K0BDABAX,Rozex_Crm 0.75%                         ,1310012,K0BDABAX,1,9.88,9.16,40
242713,1310012K0BEAAAR,Anabact_Gel 0.75%                       ,1310012,K0BEAAAR,1,15.89,14.73,40
3234753,1310012K0BIAAAR,Zyomet_Gel 0.75%                        ,1310012,K0BIAAAR,2,36,33.35,90
8494,1310012K0BJAAAR,Acea_Gel 0.75%                          ,1310012,K0BJAAAR,1,9.95,9.23,40
87549,1310012K0BKAAAR,Metrosa_Gel 0.75%                       ,1310012,K0BKAAAR,1,12,11.13,30
336679,1310012K0BLAAAX,Rosiced_Crm 0.75%                       ,1310012,K0BLAAAX,1,6.6,6.13,30
4033,1310012Q0AAAAAA,Sod Fusidate_Oint 2%                    ,1310012,Q0AAAAAA,8,25.18,23.42,150
10155,1310012Q0BBAAAA,Fucidin_Oint 20mg/g                     ,1310012,Q0BBAAAA,1,2.68,2.49,15
592,131002030AAAAAA,Terbinafine HCl_Crm 1%                  ,1310020,30AAAAAA,1,1.23,1.15,15
39815,131002030AAABAB,Terbinafine HCl_Spy 1% 15ml             ,1310020,30AAABAB,1,3.28,3.05,1
90682,131002030AAACAC,Terbinafine HCl_Gel 1%                  ,1310020,30AAACAC,1,3.58,3.33,15
160083,131002030AAADAD,Terbinafine HCl_Soln 1%                 ,1310020,30AAADAD,1,5.7,5.29,4
38425,131002030BBAAAA,Lamisil_Crm 1%                          ,1310020,30BBAAAA,1,7.45,6.91,30
1962203,131002030BBABAA,Lamisil AT_Crm 1%                       ,1310020,30BBABAA,1,3.6,3.35,15
50766,131002030BBACAB,Lamisil AT_P/Spy 1% 15ml                ,1310020,30BBACAB,2,6.56,6.1,2
1223562,131002030BBADAC,Lamisil AT_Gel 1%                       ,1310020,30BBADAC,1,3.58,3.33,15
254991,131002030BBAEAD,Lamisil Once_Soln 1%                    ,1310020,30BBAEAD,1,5.7,5.29,4
4034,1310020A0AAAAAA,Amorolfine HCl_Nail Lacquer Kit 5% 5ml  ,1310020,A0AAAAAA,3,16.35,15.18,3
2951754,1310020A0AAACAC,Amorolfine HCl_Nail Lacquer Kit 5% 3ml  ,1310020,A0AAACAC,1,11.72,10.87,1
1734,1310020A0BBAAAA,Loceryl_Nail Lacquer Kit 5% 5ml         ,1310020,A0BBAAAA,2,18.16,16.85,2
1735,1310020A0BBACAA,Loceryl_Nail Lacquer Kit 5% 2.5ml       ,1310020,A0BBACAA,1,14.52,13.46,2
34846,1310020A0BCAAAC,Loceryl Curanail_Medic Nail Lacquer 3ml ,1310020,A0BCAAAC,1,12.31,11.41,1
1331821,1310020E0AAAAAA,Bifonazole_Crm 1%                       ,1310020,E0AAAAAA,1,9.18,8.5,60
702033,1310020E0BCAAAA,Canesten Bifonazole_Once Daily Crm 1%   ,1310020,E0BCAAAA,1,3.06,2.85,20
16920,1310020H0AAAAAA,Clotrimazole_Soln 1%                    ,1310020,H0AAAAAA,1,2.3,2.14,20
136,1310020H0AAABAB,Clotrimazole_Crm 1%                     ,1310020,H0AAABAB,2,1.94,1.82,40
10158,1310020H0AAAEAE,Clotrimazole_Spy 1% 40ml                ,1310020,H0AAAEAE,1,4.72,4.38,1
169,1310020H0BBAAAB,Canesten_Crm 1%                         ,1310020,H0BBAAAB,1,2.2,2.05,20
10160,1310020H0BBABAA,Canesten_Soln 1%                        ,1310020,H0BBABAA,1,2.3,2.14,20
161133,1310020H0BBACAE,Canesten_Dermat Spy 1% 40ml             ,1310020,H0BBACAE,1,4.72,4.38,1
